,is_weekend,hour,hex_6,unique_drivers,util_time,all_time,util,completed_deliveries,confirmed_deliveries,cdr
310,0,4,8611aa747ffffff,6,21,23,0.9130434782608695,1,1,1.0
311,0,4,8611aa74fffffff,23,214,431,0.4965197215777262,7,7,1.0
312,0,4,8611aa757ffffff,406,3026,3918,0.7723328228688107,53,54,0.9814814814814815
313,0,4,8611aa767ffffff,81,696,800,0.87,14,15,0.9333333333333333
314,0,4,8611aa76fffffff,6,73,101,0.7227722772277227,1,1,1.0
315,0,4,8611aa777ffffff,242,753,947,0.795142555438226,2,4,0.5
316,0,4,8611aa787ffffff,932,17744,23486,0.7555139231882824,210,225,0.9333333333333333
317,0,4,8611aa78fffffff,1263,23412,31079,0.7533060909295666,305,314,0.9713375796178344
318,0,4,8611aa797ffffff,778,11386,17244,0.6602876362792856,245,271,0.9040590405904059
319,0,4,8611aa79fffffff,800,7766,12939,0.600200942885849,141,148,0.9527027027027027
320,0,4,8611aa7a7ffffff,705,10682,14952,0.7144194756554307,113,127,0.889763779527559
321,0,4,8611aa7afffffff,1020,20582,26207,0.7853626893578052,215,241,0.8921161825726142
322,0,4,8611aa7b7ffffff,530,9592,13873,0.6914149787356736,163,179,0.9106145251396648
323,0,4,8611aaccfffffff,9,10,15,0.6666666666666666,1,1,1.0
324,0,5,861181a47ffffff,32,327,461,0.7093275488069414,9,9,1.0
325,0,5,861181a4fffffff,91,867,1140,0.7605263157894737,10,11,0.9090909090909091
326,0,5,861181a57ffffff,19,139,165,0.8424242424242424,3,4,0.75
327,0,5,861181a5fffffff,21,201,271,0.7416974169741697,1,1,1.0
328,0,5,861181a67ffffff,33,164,208,0.7884615384615384,3,3,1.0
